Unnamed: 0,english_name,primary_type,secondary_type,description,filepath,pokemon_group
1483,mienfoo,fighting,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",mienfoo.png,mienfoo
1484,mienfoo_shiny,fighting,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",mienfoo_shiny.png,mienfoo
1485,mienshao,fighting,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",mienshao.png,mienshao
1486,mienshao_shiny,fighting,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",mienshao_shiny.png,mienshao
1487,mightyena,dark,,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.,mightyena.png,mightyena
1488,mightyena_shiny,dark,,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.,mightyena_shiny.png,mightyena
1489,milcery,fairy,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,milcery.png,milcery
1490,milcery_shiny,fairy,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,milcery_shiny.png,milcery
1491,milotic,water,,Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.,milotic.png,milotic
1492,milotic_shiny,water,,Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all.,milotic_shiny.png,milotic
1493,miltank,normal,,"Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times.",miltank.png,miltank
1494,miltank_shiny,normal,,"Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times.",miltank_shiny.png,miltank
1495,mime jr.,psychic,fairy,"It mimics everyone it sees, but it puts extra effort into copying the graceful dance steps of Mr. Rime as practice.",/home/leo/Desktop/Projeto/dataset/images/mime-jr.png,mime jr.
1498,mimikyu,ghost,fairy,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",mimikyu.png,mimikyu
1499,mimikyu_shiny,ghost,fairy,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",mimikyu_shiny.png,mimikyu
1500,minccino,normal,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,minccino.png,minccino
1501,minccino_shiny,normal,,The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.,minccino_shiny.png,minccino
1502,minior,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior.png,minior
1503,minior-blue,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-blue.png,minior
1504,minior-blue-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-blue-gen7.png,minior
1505,minior-blue-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-blue-gen7_shiny.png,minior
1506,minior-blue_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-blue_shiny.png,minior
1507,minior-green,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-green.png,minior
1508,minior-green-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-green-gen7.png,minior
1509,minior-green-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-green-gen7_shiny.png,minior
1510,minior-green_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-green_shiny.png,minior
1511,minior-indigo,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-indigo.png,minior
1512,minior-indigo-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-indigo-gen7.png,minior
1513,minior-indigo-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-indigo-gen7_shiny.png,minior
1514,minior-indigo_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-indigo_shiny.png,minior
1515,minior-orange,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-orange.png,minior
1516,minior-orange-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-orange-gen7.png,minior
1517,minior-orange-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-orange-gen7_shiny.png,minior
1518,minior-orange_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-orange_shiny.png,minior
1519,minior-red,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-red.png,minior
1520,minior-red-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-red-gen7.png,minior
1521,minior-red-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-red-gen7_shiny.png,minior
1522,minior-red_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-red_shiny.png,minior
1523,minior-violet,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-violet.png,minior
1524,minior-violet-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-violet-gen7.png,minior
1525,minior-violet-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-violet-gen7_shiny.png,minior
1526,minior-violet_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-violet_shiny.png,minior
1527,minior-yellow,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-yellow.png,minior
1528,minior-yellow-gen7,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-yellow-gen7.png,minior
1529,minior-yellow-gen7_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-yellow-gen7_shiny.png,minior
1530,minior-yellow_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior-yellow_shiny.png,minior
1531,minior_shiny,rock,flying,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",minior_shiny.png,minior
1532,minun,electric,,Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,minun.png,minun
1533,minun_shiny,electric,,Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,minun_shiny.png,minun
1534,misdreavus,ghost,,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",misdreavus.png,misdreavus
1535,misdreavus_shiny,ghost,,"What gives meaning to its life is surprising others. If you set your ear against the red orbs around its neck, you can hear shrieking.",misdreavus_shiny.png,misdreavus
1536,mismagius,ghost,,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people.",mismagius.png,mismagius
1537,mismagius_shiny,ghost,,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people.",mismagius_shiny.png,mismagius
1538,moltres,fire,flying,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",moltres.png,moltres
1539,moltres-galar,fire,flying,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",moltres-galar.png,moltres
1540,moltres-galar_shiny,fire,flying,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",moltres-galar_shiny.png,moltres
1541,moltres_shiny,fire,flying,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",moltres_shiny.png,moltres
1542,monferno,fire,fighting,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,monferno.png,monferno
1543,monferno_shiny,fire,fighting,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,monferno_shiny.png,monferno
1544,morelull,grass,fairy,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,morelull.png,morelull
1545,morelull_shiny,grass,fairy,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,morelull_shiny.png,morelull
1546,morgrem,dark,fairy,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",morgrem.png,morgrem
1547,morgrem_shiny,dark,fairy,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",morgrem_shiny.png,morgrem
1548,morpeko,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",morpeko.png,morpeko
1549,morpeko-hangry,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",morpeko-hangry.png,morpeko
1550,morpeko-hangry_shiny,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",morpeko-hangry_shiny.png,morpeko
1551,morpeko_shiny,electric,dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",morpeko_shiny.png,morpeko
1552,mothim,bug,flying,It loves the honey of flowers and steals honey collected by Combee.,mothim.png,mothim
1553,mothim_shiny,bug,flying,It loves the honey of flowers and steals honey collected by Combee.,mothim_shiny.png,mothim
1560,mr. mime,psychic,fairy,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,/home/leo/Desktop/Projeto/dataset/images/mr-mime.png,mr. mime
1561,mr. rime,ice,psychic,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,/home/leo/Desktop/Projeto/dataset/images/mr-mime-galar.png,mr. rime
1562,mudbray,ground,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,mudbray.png,mudbray
1563,mudbray_shiny,ground,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,mudbray_shiny.png,mudbray
1564,mudkip,water,,"The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.",mudkip.png,mudkip
1565,mudkip_shiny,water,,"The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.",mudkip_shiny.png,mudkip
1566,mudsdale,ground,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,mudsdale.png,mudsdale
1567,mudsdale_shiny,ground,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,mudsdale_shiny.png,mudsdale
1568,muk,poison,poison,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",muk.png,muk
1569,muk-alola,poison,poison,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",muk-alola.png,muk
1570,muk-alola_shiny,poison,poison,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",muk-alola_shiny.png,muk
1571,muk_shiny,poison,poison,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",muk_shiny.png,muk
1572,munchlax,normal,,"Stuffing itself with vast amounts of food is its only concern. Whether the food is rotten or fresh, yummy or tasteless—it does not care.",munchlax.png,munchlax
1573,munchlax_shiny,normal,,"Stuffing itself with vast amounts of food is its only concern. Whether the food is rotten or fresh, yummy or tasteless—it does not care.",munchlax_shiny.png,munchlax
1574,munna,psychic,,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.",munna.png,munna
1575,munna_shiny,psychic,,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.",munna_shiny.png,munna
1576,murkrow,dark,flying,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,murkrow.png,murkrow
1577,murkrow_shiny,dark,flying,It has a weakness for shiny things. It’s been known to sneak into the nests of Gabite—noted collectors of jewels—in search of treasure.,murkrow_shiny.png,murkrow
1578,musharna,psychic,,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.",musharna.png,musharna
1579,musharna_shiny,psychic,,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.",musharna_shiny.png,musharna
1580,naganadel,poison,dragon,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,naganadel.png,naganadel
1581,naganadel_shiny,poison,dragon,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,naganadel_shiny.png,naganadel
1582,natu,psychic,flying,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,natu.png,natu
1583,natu_shiny,psychic,flying,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.,natu_shiny.png,natu
1584,necrozma,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma.png,necrozma
1585,necrozma-dawn,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-dawn.png,necrozma
1586,necrozma-dawn_shiny,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-dawn_shiny.png,necrozma
1587,necrozma-dusk,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-dusk.png,necrozma
1588,necrozma-dusk_shiny,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-dusk_shiny.png,necrozma
1589,necrozma-ultra,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-ultra.png,necrozma
1590,necrozma-ultra_shiny,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma-ultra_shiny.png,necrozma
1591,necrozma_shiny,psychic,psychic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",necrozma_shiny.png,necrozma
1592,nickit,dark,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",nickit.png,nickit
1593,nickit_shiny,dark,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",nickit_shiny.png,nickit
1594,nidoking,poison,ground,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.",nidoking.png,nidoking
1595,nidoking_shiny,poison,ground,"When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down.",nidoking_shiny.png,nidoking
1596,nidoqueen,poison,ground,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.",nidoqueen.png,nidoqueen
1597,nidoqueen_shiny,poison,ground,"Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack.",nidoqueen_shiny.png,nidoqueen
1602,nidoran-f,poison,,"Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators.",/home/leo/Desktop/Projeto/dataset/images/nidoran-f.png,nidoran
1603,nidoran-m,poison,,"The horn on a male Nidoran’s forehead contains a powerful poison. This is a very cautious Pokémon, always straining its large ears.",/home/leo/Desktop/Projeto/dataset/images/nidoran-m.png,nidoran
1604,nidorina,poison,,The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.,nidorina.png,nidorina
1605,nidorina_shiny,poison,,The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them.,nidorina_shiny.png,nidorina
1606,nidorino,poison,,"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone.",nidorino.png,nidorino
1607,nidorino_shiny,poison,,"With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone.",nidorino_shiny.png,nidorino
1608,nihilego,rock,poison,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",nihilego.png,nihilego
1609,nihilego_shiny,rock,poison,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",nihilego_shiny.png,nihilego
1610,nincada,bug,ground,"Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead.",nincada.png,nincada
1611,nincada_shiny,bug,ground,"Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead.",nincada_shiny.png,nincada
1612,ninetales,fire,ice,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",ninetales.png,ninetales
1613,ninetales-alola,fire,ice,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",ninetales-alola.png,ninetales
1614,ninetales-alola_shiny,fire,ice,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",ninetales-alola_shiny.png,ninetales
1615,ninetales_shiny,fire,ice,"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",ninetales_shiny.png,ninetales
1616,ninjask,bug,flying,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.,ninjask.png,ninjask
1617,ninjask_shiny,bug,flying,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.,ninjask_shiny.png,ninjask
1618,noctowl,normal,flying,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.,noctowl.png,noctowl
1619,noctowl_shiny,normal,flying,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.,noctowl_shiny.png,noctowl
1620,noibat,flying,dragon,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",noibat.png,noibat
1621,noibat_shiny,flying,dragon,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",noibat_shiny.png,noibat
1622,noivern,flying,dragon,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",noivern.png,noivern
1623,noivern_shiny,flying,dragon,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",noivern_shiny.png,noivern
1624,nosepass,rock,,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.",nosepass.png,nosepass
1625,nosepass_shiny,rock,,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.",nosepass_shiny.png,nosepass
1626,numel,fire,ground,"Numel is extremely dull witted—it doesn’t notice being hit. However, it can’t stand hunger for even a second. This Pokémon’s body is a seething cauldron of boiling magma.",numel.png,numel
1627,numel_shiny,fire,ground,"Numel is extremely dull witted—it doesn’t notice being hit. However, it can’t stand hunger for even a second. This Pokémon’s body is a seething cauldron of boiling magma.",numel_shiny.png,numel
1628,nuzleaf,grass,dark,"It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.",nuzleaf.png,nuzleaf
1629,nuzleaf_shiny,grass,dark,"It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy.",nuzleaf_shiny.png,nuzleaf
1630,obstagoon,dark,normal,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,obstagoon.png,obstagoon
1631,obstagoon_shiny,dark,normal,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,obstagoon_shiny.png,obstagoon
1632,octillery,water,,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.,octillery.png,octillery
1633,octillery_shiny,water,,It has a tendency to want to be in holes. It prefers rock crags or pots and sprays ink from them before attacking.,octillery_shiny.png,octillery
1634,oddish,grass,poison,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.",oddish.png,oddish
1635,oddish_shiny,grass,poison,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.",oddish_shiny.png,oddish
1636,omanyte,rock,water,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",omanyte.png,omanyte
1637,omanyte_shiny,rock,water,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",omanyte_shiny.png,omanyte
1638,omastar,rock,water,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",omastar.png,omastar
1639,omastar_shiny,rock,water,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",omastar_shiny.png,omastar
1640,onix,rock,ground,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",onix.png,onix
1641,onix_shiny,rock,ground,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",onix_shiny.png,onix
1642,oranguru,normal,psychic,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,oranguru.png,oranguru
1643,oranguru_shiny,normal,psychic,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,oranguru_shiny.png,oranguru
1644,orbeetle,bug,psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",orbeetle.png,orbeetle
1645,orbeetle-gmax,bug,psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",orbeetle-gmax.png,orbeetle
1646,orbeetle-gmax_shiny,bug,psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",orbeetle-gmax_shiny.png,orbeetle
1647,orbeetle_shiny,bug,psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",orbeetle_shiny.png,orbeetle
1648,oricorio,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio.png,oricorio
1649,oricorio-pau,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-pau.png,oricorio
1650,oricorio-pau_shiny,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-pau_shiny.png,oricorio
1651,oricorio-pom-pom,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-pom-pom.png,oricorio
1652,oricorio-pom-pom_shiny,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-pom-pom_shiny.png,oricorio
1653,oricorio-sensu,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-sensu.png,oricorio
1654,oricorio-sensu_shiny,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio-sensu_shiny.png,oricorio
1655,oricorio_shiny,fire,flying,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,oricorio_shiny.png,oricorio
1656,oshawott,water,,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.,oshawott.png,oshawott
1657,oshawott_shiny,water,,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.,oshawott_shiny.png,oshawott
1660,pachirisu,electric,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,pachirisu.png,pachirisu
1661,pachirisu_shiny,electric,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,pachirisu_shiny.png,pachirisu
1662,palkia,water,dragon,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,palkia.png,palkia
1663,palkia-origin,water,dragon,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,palkia-origin.png,palkia
1664,palkia-origin_shiny,water,dragon,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,palkia-origin_shiny.png,palkia
1665,palkia_shiny,water,dragon,It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.,palkia_shiny.png,palkia
1666,palossand,ghost,ground,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",palossand.png,palossand
1667,palossand_shiny,ghost,ground,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",palossand_shiny.png,palossand
1668,palpitoad,water,ground,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.",palpitoad.png,palpitoad
1669,palpitoad_shiny,water,ground,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.",palpitoad_shiny.png,palpitoad
1670,pancham,fighting,,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,pancham.png,pancham
1671,pancham_shiny,fighting,,It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey.,pancham_shiny.png,pancham
1672,pangoro,fighting,dark,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",pangoro.png,pangoro
1673,pangoro_shiny,fighting,dark,"This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon.",pangoro_shiny.png,pangoro
1674,panpour,water,,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,panpour.png,panpour
1675,panpour_shiny,water,,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,panpour_shiny.png,panpour
1676,pansage,grass,,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,pansage.png,pansage
1677,pansage_shiny,grass,,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,pansage_shiny.png,pansage
1678,pansear,fire,,"Very intelligent, it roasts berries before eating them. It likes to help people.",pansear.png,pansear
1679,pansear_shiny,fire,,"Very intelligent, it roasts berries before eating them. It likes to help people.",pansear_shiny.png,pansear
1680,paras,bug,grass,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.,paras.png,paras
1681,paras_shiny,bug,grass,Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.,paras_shiny.png,paras
1682,parasect,bug,grass,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.,parasect.png,parasect
1683,parasect_shiny,bug,grass,The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.,parasect_shiny.png,parasect
1684,passimian,fighting,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",passimian.png,passimian
1685,passimian_shiny,fighting,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",passimian_shiny.png,passimian
1686,patrat,normal,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",patrat.png,patrat
1687,patrat_shiny,normal,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",patrat_shiny.png,patrat
